name_c,name_j,name_e,category,filename,obtainedFrom,sell,buy,seasonalAvailability,styles,themes,villagerEquippable,variations
交叉V領綁帶連身裙,カシュクールワンピース,casual chic dress,套裝,TopsTexOnepieceAlongHCachecoeur2,裁縫店,600,2400,夏季,優雅,"['日常生活', '悠閒', '度假']",True,6
男性簡便和服,きながし,casual kimono,套裝,TopsTexOnepieceKimonoLKinagashi2,裁縫店,500,2000,全年,酷,['日常生活'],True,4
貓咪服,ネコなふく,cat dress,套裝,TopsTexOnepieceAlineLCat2,裁縫店,450,1800,冬季,可愛,"['童話世界', '派對', '舞台']",True,3
綠毛蟲服,あおむしのふく,caterpillar costume,套裝,TopsTexOnepieceRibNCaterpillar0,裁縫店,425,1700,全年,可愛,"['童話世界', '派對']",True,3
原始人服,げんしじんなふく,caveman tank,套裝,TopsTexOnepieceBoxNPrimitive2,裁縫店,262,1050,全年,活潑,['戶外活動'],True,3
格紋背心裙,チェックのジャンパースカート,checkered jumper dress,套裝,TopsTexOnepieceAlineLJumperskirt3,裁縫店,460,1840,全年,可愛,['日常生活'],True,4
啦啦隊制服,チアのコスチューム,cheerleading uniform,套裝,TopsTexOnepieceAlineNCheer0,裁縫店,480,1920,全年,活潑,"['運動', '舞台']",True,8
櫻桃服,さくらんぼのふく,cherry dress,套裝,TopsTexOnepieceAlineNCherry0,DIY,1600,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
晚禮服洋裝,タキシードドレス,chic tuxedo dress,套裝,TopsTexOnepieceBalloonNBunny0,裁縫店,560,2240,全年,可愛,"['童話世界', '派對', '舞台']",True,4
韓服裙,チマチョゴリ,chima jeogori,套裝,TopsTexOnepieceAlongLChimachogori4,裁縫店,630,2520,全年,優雅,['正式'],True,5
墨西哥傳統服裝,チナポブラーナ,china poblana,套裝,TopsTexOnepieceDressHChinapoblanaRed,裁縫店,630,2520,全年,優雅,"['日常生活', '正式']",True,0
希臘服,ギリシャなふく,chiton,套裝,TopsTexOnepieceBoxNGreece,裁縫店,630,2520,全年,優雅,"['正式', '舞台']",True,0
幸運草連身裙,クローバーなワンピース,clover dress,套裝,TopsTexOnepieceBalloonNClover1,裁縫店,450,1800,夏季,可愛,"['日常生活', '童話世界', '派對', '度假']",True,2
雪國服,さむいくにのふく,cold-country bunad,套裝,TopsTexOnepieceOverallLNordic2,裁縫店,630,2520,冬季,優雅,"['正式', '派對']",True,3
雪國洋裝,さむいくにのドレス,cold-country dress,套裝,TopsTexOnepieceDressLNordic2,裁縫店,630,2520,冬季,優雅,"['正式', '派對']",True,3
飯店服務生衣服,ホテルマンなふく,concierge uniform,套裝,TopsTexOnepieceOverallLHotel2,裁縫店,480,1920,全年,簡單,"['正式', '工作']",True,5
連身工作服搭袖套,うでカバーつきつなぎ,coveralls with arm covers,套裝,TopsTexOnepieceOverallLFarmer3,裁縫店,400,1600,全年,活潑,"['戶外活動', '工作']",True,5
科技裝,サイバースーツ,cyber suit,套裝,TopsTexOnepieceOverallLCyber2,裁縫店,875,3500,全年,酷,"['派對', '舞台']",True,3
夢幻色系格子連身裙,ゆめいろこうしワンピース,dazed dress,套裝,TopsTexOnepieceAlineNYumeiro0,裁縫店,400,1600,夏季,可愛,"['日常生活', '童話世界']",True,3
牛仔吊帶褲,デニムのサロペット,denim overalls,套裝,TopsTexOnepieceOverallLSaropetto4,裁縫店,400,1600,全年,簡單,"['日常生活', '戶外活動', '度假']",True,8
阿拉伯服,アラビアなふく,desert outfit,套裝,TopsTexOnepieceOverallNArabia2,裁縫店,630,2520,全年,優雅,"['童話世界', '派對']",True,4
阿拉伯公主服,アラビアひめなふく,desert-princess outfit,套裝,TopsTexOnepieceOverallHArabia2,裁縫店,630,2520,全年,優雅,"['童話世界', '派對']",True,4
餐館制服,ダイナーのユニフォーム,diner uniform,套裝,TopsTexOnepieceBalloonHWaitress6,裁縫店,450,1800,全年,可愛,['工作'],True,7
偶像服,アイドルなふく,dollhouse dress,套裝,TopsTexOnepieceBalloonNIdleeightys6,裁縫店,700,2800,夏季,可愛,"['童話世界', '派對', '舞台', '度假', '工作']",True,7
龍紋裝,ドラゴンスーツ,dragon suit,套裝,TopsTexOnepieceOverallLDragonYellow,裁縫店,625,2500,全年,活潑,['運動'],True,0
夢幻可愛洋裝,ゆめかわなドレス,dreamy dress,套裝,TopsTexOnepieceBalloonHYumekawa0,裁縫店,520,2080,全年,可愛,"['童話世界', '派對', '舞台']",True,4
地面蛋衣服,じめんのたまごのふく,earth-egg outfit,套裝,TopsTexOnepieceRibNEggground0,DIY,1200,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
蛋派對連身裙,たまごのパーティーワンピ,egg party dress,套裝,TopsTexOnepieceBalloonLEgg0,DIY,7200,,全年,華麗,"['童話世界', '派對', '舞台']",True,0
蛋壽司裝,たまごずし,egg-sushi costume,套裝,TopsTexOnepieceRibNEgg,裁縫店,400,1600,全年,可愛,"['童話世界', '派對', '舞台']",True,0
淑女連身裙,しゅくじょなワンピース,elegant dress,套裝,TopsTexOnepieceDressLLady3,裁縫店,600,2400,全年,優雅,"['童話世界', '正式', '派對']",True,5
妖精服,ようせいのふく,fairy dress,套裝,TopsTexOnepieceBalloonNFairy1,裁縫店,910,3640,全年,可愛,"['童話世界', '派對', '舞台']",True,5
童話風洋裝,メルヘンなドレス,fairy-tale dress,套裝,TopsTexOnepieceBalloonHHood0,裁縫店,600,2400,全年,可愛,"['童話世界', '舞台']",True,8
盛裝和服,はれぎ,fancy kimono,套裝,TopsTexOnepieceKimonoLHaregi0,裁縫店,1300,5200,冬季,華麗,"['正式', '派對']",True,8
派對連身裙,パーティーワンピ,fancy party dress,套裝,TopsTexOnepieceBoxHParty1,裁縫店,600,2400,全年,優雅,"['正式', '派對']",True,4
農場吊帶褲,ファームなオーバーオール,farmer overalls,套裝,TopsTexOnepieceOverallLFarm4,裁縫店,400,1600,全年,活潑,"['日常生活', '戶外活動', '工作']",True,5
貴族風洋裝,アントワネットなドレス,fashionable royal dress,套裝,TopsTexOnepieceDressLClassic3,裁縫店,1500,6000,全年,華麗,"['童話世界', '正式', '派對', '舞台']",True,5
聖誕洋裝,クリスマスなドレス,festive dress,套裝,TopsTexOnepieceBalloonNXmasRed,裁縫店,600,2400,全年,可愛,"['童話世界', '派對']",True,0
聖誕樹連身裙,もみのきワンピース,festive-tree dress,套裝,TopsTexOnepieceAlineNXmastreeNormal0,裁縫店,560,2240,全年,可愛,"['童話世界', '派對']",True,6
花式溜冰服裝,フィギュアないしょう,figure-skating costume,套裝,TopsTexOnepieceOverallLFigure6,裁縫店,720,2880,全年,活潑,"['運動', '舞台', '工作']",True,7
花式溜冰洋裝,フィギュアのドレス,figure-skating dress,套裝,TopsTexOnepieceBalloonNFigure6,裁縫店,720,2880,全年,活潑,"['運動', '舞台', '工作']",True,7
消防隊服,しょうぼうしのふく,firefighter uniform,套裝,TopsTexOnepieceSalopetteLFirefighter0,裁縫店,560,2240,全年,活潑,['工作'],True,5
下水褲,ウェーダー,fishing waders,套裝,TopsTexOnepieceOverallLWaders3,裁縫店,500,2000,全年,簡單,"['戶外活動', '運動']",True,4
復古亮片洋裝,フラッパードレス,flapper dress,套裝,TopsTexOnepieceBoxNFlapper0,裁縫店,650,2600,全年,華麗,"['派對', '舞台']",True,5
華麗和服,ゴージャスなきもの,flashy kimono,套裝,TopsTexOnepieceKimonoLGaudy4,裁縫店,1200,4800,全年,華麗,"['派對', '舞台']",True,6
刷毛睡衣,フリースパジャマ,fleece pj's,套裝,TopsTexOnepieceOverallLFleecepajama0,裁縫店,450,1800,冬季,可愛,"['童話世界', '悠閒']",True,2
空姐服,フライトアテンダントのふく,flight-crew uniform,套裝,TopsTexOnepieceBoxLAttendant4,裁縫店,700,2800,全年,優雅,"['正式', '工作']",True,5
花紋蕾絲連身裙,はながらレースのワンピース,floral lace dress,套裝,TopsTexOnepieceBalloonHLace7,裁縫店,455,1820,夏季,優雅,"['日常生活', '童話世界', '正式', '派對', '度假']",True,8
花朵連身裙,フラワーなワンピース,flower-print dress,套裝,TopsTexOnepieceAlineHOneflower0,裁縫店,300,1200,全年,可愛,"['日常生活', '童話世界']",True,2
荷蘭風格服裝,オランダなコスチューム,folk-dance outfit,套裝,TopsTexOnepieceOverallLVolendam,裁縫店,630,2520,全年,優雅,"['日常生活', '正式']",True,0
森林圖案連身裙,フォレストなワンピース,forest-print dress,套裝,TopsTexOnepieceBoxLForest3,裁縫店,385,1540,全年,優雅,['日常生活'],True,5
蓬蓬蛋糕連身裙,フリフリワンピース,frilly dress,套裝,TopsTexOnepieceAlongLFrilled0,裁縫店,500,2000,全年,可愛,"['日常生活', '童話世界']",True,4
青蛙裝,カエルなふく,frog costume,套裝,TopsTexOnepieceOverallLFrog0,裁縫店,425,1700,全年,可愛,"['童話世界', '派對', '舞台']",True,4
簡樸洋裝,しっそなドレス,frugal dress,套裝,TopsTexOnepieceBalloonHSimple1,裁縫店,122,490,全年,簡單,"['童話世界', '恐怖']",True,3
簡樸衣服,しっそなふく,frugal outfit,套裝,TopsTexOnepieceOverallLSimple1,裁縫店,112,450,全年,簡單,"['童話世界', '恐怖']",True,3
全身緊身衣,ぜんしんタイツ,full-body tights,套裝,TopsTexOnepieceOverallLTights1,裁縫店,280,1120,全年,簡單,"['派對', '舞台']",True,8
珍珠長洋裝,パールつきロングドレス,full-length dress with pearls,套裝,TopsTexOnepieceAlongNPearl0,裁縫店,650,2600,全年,華麗,"['童話世界', '正式', '派對', '舞台']",True,4
海鯽壽司裝,こはだずし,gizzard-shad-sushi costume,套裝,TopsTexOnepieceRibNKohada,裁縫店,360,1440,全年,可愛,"['派對', '舞台']",True,0
金盔甲,ゴールデンアーマー,gold armor,套裝,TopsTexOnepieceOverallLPlatearmorGold,DIY,80000,,全年,華麗,"['童話世界', '恐怖']",True,0
葡萄服,ぶどうのふく,grape dress,套裝,TopsTexOnepieceAlineNGrape,裁縫店,375,1500,全年,可愛,"['童話世界', '派對', '舞台']",True,0
春天圓點連身裙,はるのみずたまワンピース,gumdrop dress,套裝,TopsTexOnepieceAlineHPolkadotSpring0,裁縫店,450,1800,全年,可愛,"['日常生活', '童話世界']",True,2
和服褶裙,はかま,hakama,套裝,TopsTexOnepieceKimonoLHakama1,裁縫店,795,3180,全年,優雅,"['正式', '派對']",True,3
羽織和服褶裙,もんつきはかま,hakama with crest,套裝,TopsTexOnepieceKimonoLCrested0,裁縫店,1200,4800,全年,酷,"['正式', '派對']",True,0
扶桑花夏威夷連身裙,ハイビスカスのムームー,hibiscus muumuu,套裝,TopsTexOnepieceAlineNHibiscus0,裁縫店,450,1800,夏季,可愛,"['悠閒', '度假']",True,3
熱狗服,ホットドッグなふく,hot-dog costume,套裝,TopsTexOnepieceRibNHotdogMustard,裁縫店,320,1280,全年,活潑,"['派對', '舞台']",True,0
小屋圖案連身裙,ハウスなプリントワンピ,house-print dress,套裝,TopsTexOnepieceBoxLHouse1,裁縫店,400,1600,全年,可愛,"['日常生活', '童話世界']",True,2
冰球制服,アイスホッケーのユニフォーム,ice-hockey uniform,套裝,TopsTexOnepieceSalopetteLHockey0,裁縫店,660,2640,冬季,活潑,"['運動', '工作']",True,8
冰之女王洋裝,こおりのじょおうなドレス,icy dress,套裝,TopsTexOnepieceRobeLIcequeen0,裁縫店,1300,5200,冬季,華麗,"['童話世界', '派對']",True,0
惡魔服,デビルなふく,impish costume,套裝,TopsTexOnepieceOverallLDevil0,裁縫店,560,2240,全年,酷,"['童話世界', '恐怖', '舞台']",True,2
肌肉裝,マッスルスーツ,instant-muscles suit,套裝,TopsTexOnepieceOverallLMuscle5,裁縫店,570,2280,全年,活潑,"['派對', '運動', '舞台']",True,8
鐵盔甲,アイアンアーマー,iron armor,套裝,TopsTexOnepieceOverallLPlatearmorIron,DIY,6000,,全年,酷,"['童話世界', '恐怖']",True,0
小丑服,ピエロのふく,jester costume,套裝,TopsTexOnepieceOverallLClown1,裁縫店,560,2240,全年,活潑,"['童話世界', '恐怖', '派對', '舞台', '工作']",True,4
輕便浴衣,じんべい,jinbei,套裝,TopsTexOnepieceOverallHJinbei2,裁縫店,455,1820,全年,簡單,"['悠閒', '度假']",True,3
騎師服,ジョッキーのふく,jockey uniform,套裝,TopsTexOnepieceOverallLJockey7,裁縫店,480,1920,全年,活潑,"['運動', '工作']",True,8
柔道服,じゅうどうぎ,judogi,套裝,TopsTexOnepieceOverallLJudo0,裁縫店,440,1760,全年,活潑,"['運動', '工作']",True,2
工作服,さぎょうぎ,jumper work suit,套裝,TopsTexOnepieceOverallLWorkwear7,裁縫店,262,1050,全年,活潑,"['戶外活動', '工作']",True,8
十二單和服,じゅうにひとえ,junihitoe kimono,套裝,TopsTexOnepieceKimonoLTwelve0,裁縫店,1750,7000,全年,華麗,"['正式', '派對', '舞台']",True,0
歌舞伎浴衣,かぶきなゆかた,kabuki-actor yukata,套裝,TopsTexOnepieceKimonoLYukatamen2,裁縫店,600,2400,夏季,優雅,"['悠閒', '舞台', '度假']",True,3
阿拉伯傳統服裝,カンデューラ,kandoora,套裝,TopsTexOnepieceBlongLCandula0,裁縫店,630,2520,全年,簡單,"['日常生活', '正式']",True,3
河童裝,カッパスーツ,kappa costume,套裝,TopsTexOnepieceOverallLKappa0,裁縫店,425,1700,全年,可愛,"['童話世界', '派對']",True,2
奇異果服,キウイのふく,kiwi dress,套裝,TopsTexOnepieceAlineNKiwi,裁縫店,375,1500,全年,可愛,"['童話世界', '派對', '舞台']",True,0
凱絲連身裙,ケイトのワンピース,Labelle dress,套裝,TopsTexOnepieceAlineNKate1,綿兒,850,3400,全年,優雅,"['正式', '派對', '舞台']",True,6
蘿莉塔連身裙,ロリータなワンピース,lace-up dress,套裝,TopsTexOnepieceBalloonLLolita0,裁縫店,625,2500,全年,可愛,"['童話世界', '派對', '舞台']",True,3
蕾絲連身裙,レースのワンピース,lacy dress,套裝,TopsTexOnepieceAlineNLace0,裁縫店,380,1520,夏季,可愛,"['日常生活', '童話世界', '度假']",True,3
兩件式無袖連身裙,レイヤーノースリーブワンピ,layered sleeveless dress,套裝,TopsTexOnepieceBoxNLayered2,裁縫店,300,1200,夏季,簡單,"['日常生活', '悠閒']",True,3
兩件式細肩帶連身裙,レイヤーキャミワンピ,layered tank dress,套裝,TopsTexOnepieceBoxHLayercamisoleRouge,裁縫店,300,1200,全年,簡單,"['日常生活', '悠閒']",True,4
葉子蛋衣服,はっぱのたまごのふく,leaf-egg outfit,套裝,TopsTexOnepieceRibNEggleaf0,DIY,1200,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
棉麻連身裙,リネンワンピース,linen dress,套裝,TopsTexOnepieceAlineHLinen3,裁縫店,400,1600,全年,簡單,"['日常生活', '悠閒']",True,5
活潑格紋連身裙,げんきなチェックのワンピ,lively plaid dress,套裝,TopsTexOnepieceAlineHPlaid0,裁縫店,450,1800,全年,可愛,"['日常生活', '童話世界']",True,0
長版雪尼爾針織罩衫,モールロングカーディガン,long chenille cardigan,套裝,TopsTexOnepieceRibLCardigan2,裁縫店,500,2000,冬季,簡單,"['日常生活', '悠閒']",True,4
長版牛仔針織罩衫,ロングデニムカーディガン,long denim cardigan,套裝,TopsTexOnepieceBoxLMuffler2,裁縫店,500,2000,全年,簡單,"['日常生活', '悠閒']",True,3
長羽絨大衣,ロングダウンコート,long down coat,套裝,TopsTexOnepieceAlongLDowncoat2,裁縫店,475,1900,冬季,簡單,"['日常生活', '戶外活動']",True,5
皮大衣,レザーコート,long pleather coat,套裝,TopsTexOnepieceAlongLLeathercoat0,裁縫店,460,1840,冬季,酷,"['日常生活', '正式', '恐怖']",True,3
秋色格紋連身裙,あきいろチェックワンピース,loose fall dress,套裝,TopsTexOnepieceBoxLAutumncheck0,裁縫店,450,1800,全年,優雅,"['日常生活', '童話世界', '正式', '派對']",True,4
魔法師長袍,まほうつかいのローブ,mage's robe,套裝,TopsTexOnepieceAlongLWitch0,裁縫店,1000,4000,全年,酷,"['童話世界', '恐怖']",True,4
魔法洋裝,マジカルなドレス,magical dress,套裝,TopsTexOnepieceBalloonHMagical0,裁縫店,795,3180,全年,可愛,"['童話世界', '舞台']",True,8
女僕裝,メイドのふく,maid dress,套裝,TopsTexOnepieceBalloonHMaid0,裁縫店,580,2320,全年,可愛,"['童話世界', '正式', '舞台', '工作']",True,8
圓點點連身裙,マーブルドットのワンピース,marble-dots dress,套裝,TopsTexOnepieceAlineNMarbledot1,裁縫店,375,1500,夏季,活潑,"['日常生活', '童話世界', '度假']",True,2
大理石紋連身裙,マーブルワンピース,marble-print dress,套裝,TopsTexOnepieceBoxLMarble1,裁縫店,375,1500,全年,優雅,['派對'],True,5
墨西哥街頭樂隊服裝,マリアッチのいしょう,mariachi clothing,套裝,TopsTexOnepieceOverallLMariachi3,裁縫店,630,2520,全年,優雅,"['正式', '派對', '舞台']",True,6
長版襯衫連身裙,ロングシャツワンピ,maxi shirtdress,套裝,TopsTexOnepieceBlongLShirt1,裁縫店,500,2000,全年,簡單,"['日常生活', '悠閒']",True,6
巫女服,みこしょうぞく,miko attire,套裝,TopsTexOnepieceKimonoLMiko0,裁縫店,560,2240,全年,優雅,['工作'],True,2
荷蘭洋裝,オランダなドレス,milkmaid dress,套裝,TopsTexOnepieceDressHHolland0,裁縫店,630,2520,全年,優雅,"['日常生活', '正式']",True,3
