id,name_e,name_j,name_c,filename,birthday,catchphrase,colors,favoriteSong,gender,hobby,personality,species,houseImage,wallpaper,flooring,furnitureList
26678,Tammi,エイプリル,四月,mnk03,4/2,哇嗚,"['紫色', '綠色']",K.K.中華,♀,時尚,活力,猴子,mnk03_244_Tammi,"{'name': '竹子牆', 'filename': 'RoomTexWallBamboo00'}","{'name': '竹子地板', 'filename': 'RoomTexFloorBamboo00'}","[{'name': '櫻花樹枝', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSakuraBranch.png'}, {'name': '中式餐桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLazysusan_Remake_0_0.png'}, {'name': '中式椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrChineseChair_Remake_0_0.png'}, {'name': '竹廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png'}, {'name': '掛軸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_0.png'}, {'name': '東方風屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_0_0.png'}, {'name': '東方風矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_0_0.png'}, {'name': '爐灶廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenKamado.png'}, {'name': '蒸籠', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBasketsteamer.png'}, {'name': '蒸籠', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBasketsteamer.png'}, {'name': '服務餐車', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrServingcart_Remake_0_0.png'}, {'name': '東方風裝飾架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalShelfWall_Remake_0_0.png'}, {'name': '中式茶具組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTeasetChina_Remake_0_0.png'}]"
26679,Monty,サルモンティ,皮猴,mnk04,12/7,香蕉,"['黃色', '灰色']",漫瀰,♂,學術,暴躁,猴子,mnk04_245_Monty,"{'name': '楓葉牆', 'filename': 'RoomSpWallAutumun00'}","{'name': '蘑菇森林地板', 'filename': 'RoomTexFloorMushForest00'}","[{'name': '竹廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png'}, {'name': '樸素DIY作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchStump.png'}, {'name': '蘑菇樹幹', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMushroomPulpwood_Remake_0_0.png'}, {'name': '蘑菇陽傘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMushroomParasol_Remake_0_0.png'}, {'name': '蘑菇桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMushroomTableL_Remake_0_0.png'}, {'name': '蘑菇凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMushroomChairS_Remake_0_0.png'}, {'name': '蘑菇燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMushroomLamp_Remake_0_0.png'}, {'name': '蘑菇屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMushroomScreen_Remake_0_0.png'}]"
26680,Elise,モンこ,孟琪,mnk05,3/21,孟孟,"['紫色', '紅色']",K.K.巴薩諾瓦,♀,時尚,成熟,猴子,mnk05_246_Elise,"{'name': '抽象藝術牆', 'filename': 'RoomTexWallAbstract00'}","{'name': '紫色簡約地毯', 'filename': 'RoomTexFloorSimpleCarpet03'}","[{'name': '東方風屏風', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_0_0.png'}, {'name': '古董床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBedW_Remake_0_0.png'}, {'name': '藤編沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanChairS_Remake_0_0.png'}, {'name': '層架式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenFlame.png'}, {'name': '藤編邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableS_Remake_0_0.png'}, {'name': '書房椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrawingChair_Remake_0_0.png'}, {'name': '龜背芋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantMonstera_Remake_0_0.png'}, {'name': '倒掛乾燥花', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png'}, {'name': '古董小桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueTableS_Remake_0_0.png'}, {'name': '淋浴間', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShowerboothSquare_Remake_0_0.png'}, {'name': '書房桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrawingTable_Remake_0_0.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}, {'name': '打字機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTypewriter_Remake_0_0.png'}]"
26681,Flip,さすけ,天佑,mnk06,11/21,差不多,"['藍色', '黃色']",K.K.大和祭典,♂,音樂,運動,猴子,mnk06_247_Flip,"{'name': '櫻花樹牆', 'filename': 'RoomSpWallSakura00'}","{'name': '碎石地板', 'filename': 'RoomTexFloorGravel00'}","[{'name': '竹廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png'}, {'name': '電話亭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTelephonebox_Remake_0_0.png'}, {'name': '自動販賣機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrinkmachine_Remake_0_0.png'}, {'name': '流動廁所', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWCPortable_Remake_0_0.png'}, {'name': '賞花提燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSakuraLantern_Remake_0_0.png'}, {'name': '賞花提燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSakuraLantern_Remake_0_0.png'}, {'name': '竹長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_0_0.png'}, {'name': '講堂桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTableCollage_Remake_0_0.png'}, {'name': '義式咖啡機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrEspresso_Remake_0_0.png'}, {'name': '瀝水碗架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_0_0.png'}, {'name': '清洗用水槽', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSlopsink.png'}, {'name': '竹凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooStool_Remake_0_0.png'}, {'name': '路邊攤', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_0.png'}, {'name': '刨冰機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIcemachine_Remake_0_0.png'}]"
26682,Shari,シェリー,雪莉,mnk07,4/10,嗚吱吱,"['淺藍', '黃色']",都市K.K.,♀,音樂,大姐姐,猴子,mnk07_248_Shari,"{'name': '紫色摩洛哥磚牆', 'filename': 'RoomTexWallMorocco02'}","{'name': '玫瑰木地板', 'filename': 'RoomTexFloorRoseWood00'}","[{'name': '藤編矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableM_Remake_0_0.png'}, {'name': '藤編沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanChairS_Remake_0_0.png'}, {'name': '藤編廢紙簍', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTrashbox_Remake_0_0.png'}, {'name': '藤編梳妝台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanDresser_Remake_0_0.png'}, {'name': '垂吊玻璃盆栽', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_0_0.png'}, {'name': '藤編邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableS_Remake_0_0.png'}, {'name': '藤編衣櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanClosetLR_Remake_0_0.png'}, {'name': '藤編毛巾籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanBasket_Remake_0_0.png'}, {'name': '浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBathtub_Remake_0_0.png'}, {'name': '玫瑰床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFlowerBedW_Remake_0_0.png'}, {'name': '鑄鐵櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronShelf_Remake_0_0.png'}]"
26683,Deli,デリー,德里,mnk08,5/24,去吧,"['紫色', '棕色']",K.K.練習曲,♂,大自然,悠閒,猴子,mnk08_249_Deli,"{'name': '藍色簡約布面牆', 'filename': 'RoomTexWallSimple03'}","{'name': '藍色簡約地毯', 'filename': 'RoomTexFloorSimpleCarpet01'}","[{'name': '木製書架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookshelf_Remake_0_0.png'}, {'name': '兒童認知海報', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudyposter_Remake_0_0.png'}, {'name': '空調', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAirconditioner_Remake_0_0.png'}, {'name': '學習書桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudyDesk_Remake_0_0.png'}, {'name': '學習椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStudyChair_Remake_0_0.png'}, {'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '木製廢紙簍', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTrashboxWood_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '木製單人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedS_Remake_0_0.png'}, {'name': '木製矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableM_Remake_0_0.png'}, {'name': '打鈴鬧鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_0_0.png'}, {'name': '地球儀', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGlobe_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '筆記型電腦', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_0_0.png'}, {'name': '藍色點點地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectDotL03.png'}]"
26684,Dora,とめ,杜美,mus00,2/18,美吧,"['藍色', '淺藍']",沖繩K.K.,♀,學術,普通,老鼠,mus00_250_Dora,"{'name': '練功房牆', 'filename': 'RoomTexWallBaseboards00'}","{'name': '花紋草蓆', 'filename': 'RoomTexFloorRush00'}","[{'name': '爐灶廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenKamado.png'}, {'name': '竹廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png'}, {'name': '茶几', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDiningtableJapan_Remake_0_0.png'}, {'name': '日式床墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFuton_Remake_0_0.png'}, {'name': '竹製落地燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooLamp_Remake_0_0.png'}, {'name': '坐墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCushionJapan_Remake_0_0.png'}, {'name': '竹凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooStool_Remake_0_0.png'}, {'name': '竹製燭台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooCandle_Remake_0_0.png'}, {'name': '坐墊堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCushionJapanPile_Remake_0_0.png'}, {'name': '掛軸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_0.png'}]"
26685,Limberg,らっきょ,韭菜,mus01,10/17,非也,"['綠色', '藍色']",K.K.民謠,♂,學術,暴躁,老鼠,mus01_251_Limberg,"{'name': '楓葉牆', 'filename': 'RoomSpWallAutumun00'}","{'name': '青苔庭園地板', 'filename': 'RoomTexFloorMoss00'}","[{'name': '竹廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png'}, {'name': '石水盆～楓葉～', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStonewaterbowlAutumun.png'}, {'name': '露天池', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_0_0.png'}, {'name': '紅色落葉', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFallenleavesRed.png'}, {'name': '紅色落葉', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFallenleavesRed.png'}, {'name': '落葉炊火', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFallenleavesfire_Remake_0_0.png'}, {'name': '落葉凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFallenleavesChairS_Remake_0_0.png'}]"
26686,Bella,イザベラ,貝拉,mus02,12/28,嘎哈,"['黑色', '紫色']",K.K.金屬搖滾,♀,音樂,活力,老鼠,mus02_252_Bella,"{'name': '混凝土牆', 'filename': 'RoomTexWallConcrete00'}","{'name': '骷髏地板', 'filename': 'RoomTexFloorSkull00'}","[{'name': '鑄鐵櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronShelf_Remake_0_0.png'}, {'name': '鑄鐵壁燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_0_0.png'}, {'name': '毛巾架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTowelrackWall_Remake_0_0.png'}, {'name': '淋浴組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShowerWall_Remake_0_0.png'}, {'name': '餐館小桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmeretroTableS_Remake_0_0.png'}, {'name': '餐館吧台桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounter_Remake_0_0.png'}, {'name': '餐館吧台椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmeretroCounterchair_Remake_0_0.png'}, {'name': '餐館椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairS_Remake_0_0.png'}, {'name': 'TOY音響', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyAudio_Remake_0_0.png'}, {'name': '馬克杯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_0.png'}, {'name': '古典浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBathtubCabriole_Remake_0_0.png'}, {'name': '書桌床組', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeddesk_Remake_0_0.png'}, {'name': '鑄鐵木DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_0_0.png'}, {'name': '電子工具組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrElectronicset_Remake_0_0.png'}, {'name': '壁掛式工具掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolhanger_Remake_0_0.png'}]"
26687,Bree,サラ,西瓜皮,mus03,7/7,說說的,"['黑色', '藍色']",K.K.巴薩諾瓦,♀,時尚,成熟,老鼠,mus03_253_Bree,"{'name': '白色植物圖案磚牆', 'filename': 'RoomTexWallWoodTile00'}","{'name': '藍色摩洛哥磚地板', 'filename': 'RoomTexFloorMorocco01'}","[{'name': '藤編床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanBedW_Remake_0_0.png'}, {'name': '藤編梳妝台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanDresser_Remake_0_0.png'}, {'name': '藤編衣櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanClosetLR_Remake_0_0.png'}, {'name': '無水箱馬桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWCTankless_Remake_0_0.png'}, {'name': '垂吊玻璃盆栽', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTerrariumWall_Remake_0_0.png'}, {'name': '坐浴桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWCBidet.png'}, {'name': '按摩浴缸', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrJacuzzi_Remake_0_0.png'}, {'name': '藤編矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanTableM_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '滾筒式洗衣機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashingmachineDrum_Remake_0_0.png'}, {'name': '藤編毛巾籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanBasket_Remake_0_0.png'}]"
26688,Samson,ピース,和平,mus04,7/5,吱,"['紅色', '黃色']",K.K.50年代搖滾,♂,健康,運動,老鼠,mus04_254_Samson,"{'name': '藍色地鐵磚牆', 'filename': 'RoomTexWallMetro00'}","{'name': '酷感油漆地板', 'filename': 'RoomTexFloorColorfulWood01'}","[{'name': '梨子床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFruitsBedS_Remake_0_0.png'}, {'name': '梨子衣櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFruitsClosetLR_Remake_0_0.png'}, {'name': '桌型足球台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTablesoccer_Remake_0_0.png'}, {'name': 'TOY壁鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyClockWall_Remake_0_0.png'}, {'name': '蘋果電視', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFruitsTV_Remake_0_0.png'}, {'name': '橘子邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFruitsTableS_Remake_0_0.png'}, {'name': '鐵道模型', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRailroad_Remake_0_0.png'}, {'name': 'TOY公仔', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyFigure_Remake_0_0.png'}, {'name': 'TOY貨櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyBox_Remake_0_0.png'}, {'name': '盤式錄音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrReelrecorder_Remake_0_0.png'}]"
26689,Rod,ジャン,阿將,mus05,8/14,厲害,"['藍色', '淺藍']",K.K.進行曲,♂,健康,運動,老鼠,mus05_255_Rod,"{'name': '汪洋大海牆', 'filename': 'RoomSpWallSeaView00'}","{'name': '甲板地板', 'filename': 'RoomTexFloorSeaView00'}","[{'name': '點唱機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrJukebox.png'}, {'name': '沙灘巾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBeachtowel_Remake_0_0.png'}, {'name': '撞球桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBilliard_Remake_0_0.png'}, {'name': '游泳池', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPool_Remake_0_0.png'}, {'name': '泳池躺椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPoolsidebed_Remake_0_0.png'}, {'name': '棕櫚樹燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPalmtreelamp_Remake_0_0.png'}]"
26690,Candi,かんゆ,甘油,mus08,4/13,滑滑,"['淺藍', '黃色']",義大利麵,♀,玩耍,活力,老鼠,mus08_256_Candi,"{'name': '白色油漆木牆', 'filename': 'RoomTexWallPaintWood03'}","{'name': '薄荷綠點點地毯', 'filename': 'RoomTexFloorDot01'}","[{'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '木製雙人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedW_Remake_0_0.png'}, {'name': '可愛沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteChairL_Remake_0_0.png'}, {'name': '可愛DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteWorkbench_Remake_0_0.png'}, {'name': '木製穿衣鏡', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenMirror_Remake_0_0.png'}, {'name': '菊花抱枕', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFlowerStoolS_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '倒掛乾燥花', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png'}, {'name': '木製廢紙簍', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTrashboxWood_Remake_0_0.png'}, {'name': '木製矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableM_Remake_0_0.png'}]"
26691,Rizzo,ちょろきち,悄俊,mus09,1/17,躡躡,"['黑色', '灰色']",K.K.民謠,♂,學術,暴躁,老鼠,mus09_257_Rizzo,"{'name': '灰泥矮牆', 'filename': 'RoomTexWallPlaster00'}","{'name': '土壤地板', 'filename': 'RoomTexFloorCottonSoil00'}","[{'name': '盆栽架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBonsaiShelf.png'}, {'name': '竹廣播喇叭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooMusic_Remake_0_0.png'}, {'name': '竹長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooChairL_Remake_0_0.png'}, {'name': '樸素木製招牌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSignWood_Remake_0_0.png'}, {'name': '賞花提燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSakuraLantern_Remake_0_0.png'}, {'name': '賞花提燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSakuraLantern_Remake_0_0.png'}, {'name': '路邊攤', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFloat_Remake_0_0.png'}, {'name': '竹製便當盒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_0_0.png'}, {'name': '竹製便當盒', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBambooLunch_Remake_0_0.png'}]"
26692,Anicotti,ラザニア,羅萱兒,mus10,2/24,開心,"['紅色', '粉色']",義大利麵,♀,時尚,活力,老鼠,mus10_258_Anicotti,"{'name': '珠簾牆', 'filename': 'RoomTexWallBeadsCurtain00'}","{'name': '庸俗地板', 'filename': 'RoomTexFloorKitschTile00'}","[{'name': '絲蘭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantYucca_Remake_0_0.png'}, {'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '木製單人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedS_Remake_0_0.png'}, {'name': '迷你冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorMini_Remake_0_0.png'}, {'name': '廚房掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPotrack_Remake_0_0.png'}, {'name': '瀝水碗架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrainerbasket_Remake_0_0.png'}, {'name': '瓦斯爐連烤箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenOven_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '木製桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableL_Remake_0_0.png'}, {'name': '木製穿衣鏡', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenMirror_Remake_0_0.png'}, {'name': '百合唱片播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFlowerRecordplayer_Remake_0_0.png'}, {'name': '木製椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_0_0.png'}, {'name': '開水壺', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_0_0.png'}, {'name': '加濕器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHumidifier_Remake_0_0.png'}, {'name': '中型白色簡約地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleM00.png'}]"
